"","ExpertID","Prediction","PredictedValue","DaysBefore","Decision","SymbolID","TransactionID","CompanyID"
"14517","1711","Buy",0.08093126,"0","Hold","S1448130",3798,"279"
"14518","1711","Hold",-0.6528873,"0","Buy","S16079104",5013,"279"
"14519","1711","Buy",NA,"0","Buy","S753071",9105,"279"
"14520","1711","Buy",NA,"28","Hold","S753071",4513,"279"
"14521","1711","Buy",0.2360515,"43","Buy","S1448130",4794,"279"
"14522","1711","Buy",0.1403747,"27","Hold","S19655115",1233,"279"
"14523","1711","Buy",NA,"16","Sell","S1300218",5672,"279"
"14524","1711","Buy",0.1385199,"0","Hold","S34290123",2561,"279"
"14525","1712","Buy",0.2770305,"0","Buy","S46998151",671,"231"
"14526","1712","Buy",0.0877554,"1","Sell","S15303143",5999,"231"
"14527","1712","Hold",-0.08902692,"14","Buy","S30990203",11700,"231"
"14528","1712","Hold",-0.01253668,"0","Buy","S3077118",5321,"231"
"14529","1712","Buy",0.5238324,"0","Buy","S43958155",1645,"231"
"14530","1712","Hold",-0.1591928,"31","Buy","S30990203",2883,"231"
"14531","1712","Hold",-0.03104253,"0","Buy","S2109893",6319,"231"
"14532","1712","Hold",-0.1234478,"27","Buy","S30990203",7852,"231"
"14533","1712","Hold",0.009251472,"58","Buy","S30990203",7852,"231"
"14534","1712","Buy",0.1402851,"44","Buy","S35777158",5921,"231"
"14535","1712","Hold",-0.05366385,"0","Buy","S3077118",3902,"231"
"14536","1712","Hold",-0.08010732,"40","Buy","S30990203",7852,"231"
"14537","1712","Buy",0.3184881,"45","Buy","S35777158",11715,"231"
"14538","1712","Buy",0.1267606,"8","Hold","S46998151",3925,"231"
"14539","1712","Hold",0.1260733,"54","Buy","S46781105",3352,"231"
"14540","1712","Buy",0.2504113,"37","Buy","S46998151",4209,"231"
"14541","1712","Buy",0.1333685,"35","Sell","S35777158",4448,"231"
"14542","1712","Hold",0.2963443,"0","Buy","S46998151",4970,"231"
"14543","1712","Buy",0.5671642,"53","Hold","S15303143",10927,"231"
"14544","1712","Buy",0.480698,"53","Hold","S3200499",6021,"231"
"14545","1712","Buy",0.8860854,"0","Buy","S3077118",8886,"231"
"14546","1712","Hold",-0.08719464,"24","Sell","S48021166",9533,"231"
"14547","1712","Buy",0.1590172,"43","Buy","S46998151",671,"231"
"14548","1712","Buy",0.2455287,"48","Hold","S43958155",7571,"231"
"14549","1712","Buy",0.07661492,"19","Sell","S15303143",8883,"231"
"14550","1712","Hold",3.13318,"0","Hold","S43175124",10431,"231"
"14551","1712","Hold",1.155003,"0","Buy","S1148287",10101,"231"
"14552","1712","Buy",0.9325209,"44","Hold","S3077118",4800,"231"
"14553","1712","Hold",1.212438,"0","Buy","S1148287",929,"231"
"14554","1712","Hold",NA,"42","Hold","S31320103",3611,"231"
"14555","1712","Buy",0.2462908,"0","Buy","S30990203",244,"231"
"14556","1712","Buy",0.05224065,"0","Sell","S46998151",4051,"231"
"14557","1712","Buy",NA,"56","Buy","S15303143",347,"231"
"14558","1712","Buy",0.7481425,"0","Hold","S3077118",4800,"231"
"14559","1712","Buy",0.04597422,"0","Sell","S35777158",4448,"231"
"14560","1712","Hold",-0.1500729,"41","Hold","S48021166",7838,"231"
"14561","1712","Hold",0,"11","Sell","S46781105",11468,"231"
"14562","1712","Hold",0.0853478,"0","Buy","S30990203",3912,"231"
"14563","1712","Buy",0.3558201,"0","Buy","S35777158",11715,"231"
"14564","1712","Hold",0.0139417,"41","Sell","S3200499",7125,"231"
"14565","1712","Buy",0.2320329,"37","Sell","S15303143",1559,"231"
"14566","1712","Hold",0.0936133,"38","Sell","S46998151",708,"231"
"14567","1712","Hold",0.1524977,"0","Hold","S46781105",1126,"231"
"14568","1712","Buy",0.3816395,"22","Buy","S46998151",4209,"231"
"14569","1712","Buy",0.1424017,"24","Hold","S35777158",2976,"231"
"14570","1712","Buy",0.2015055,"52","Hold","S46998151",1133,"231"
"14571","1712","Hold",-0.2548435,"37","Buy","S30990203",2893,"231"
"14572","1712","Buy",0.4146177,"42","Hold","S15303143",10927,"231"
"14573","1712","Hold",0.1348487,"0","Buy","S46781105",4421,"231"
"14574","1712","Buy",0.1261604,"24","Sell","S15303143",3308,"231"
"14575","1712","Hold",0.1510991,"35","Buy","S46781105",4421,"231"
"14576","1712","Hold",0.4856204,"47","Buy","S43958155",3754,"231"
"14577","1712","Hold",0.1117974,"36","Buy","S46781105",6429,"231"
"14578","1712","Hold",3.233628,"27","Buy","S1148287",8656,"231"
"14579","1712","Buy",0.2301013,"46","Sell","S46998151",4051,"231"
"14580","1712","Hold",0.1413896,"0","Sell","S15303143",2573,"231"
"14581","1712","Buy",0.1547979,"0","Hold","S15303143",10927,"231"
"14582","1712","Buy",-0.03088412,"26","Sell","S43958155",3940,"231"
"14583","1712","Buy",0.2299771,"29","Sell","S15303143",7812,"231"
"14584","1712","Buy",0.1458656,"41","Sell","S15303143",5999,"231"
"14585","1712","Hold",0.06965362,"23","Buy","S3077118",3902,"231"
"14586","1712","Buy",0.1687822,"4","Hold","S35777158",3116,"231"
"14587","1712","Hold",NA,"35","Hold","S31320103",3611,"231"
"14588","1712","Hold",0.7930787,"0","Buy","S43175124",5741,"231"
"14589","1712","Hold",0.4410244,"3","Sell","S43958155",6173,"231"
"14590","1712","Hold",-0.06015038,"25","Hold","S48021166",11377,"231"
"14591","1712","Buy",0.4636869,"17","Buy","S43958155",1738,"231"
"14592","1712","Hold",0.1108825,"0","Buy","S46781105",3352,"231"
"14593","1712","Buy",0.3390722,"0","Hold","S3200499",10620,"231"
"14594","1712","Buy",0.1947585,"40","Hold","S35777158",11939,"231"
"14595","1712","Buy",0.1204063,"46","Buy","S46998151",3182,"231"
"14596","1712","Hold",0.799775,"24","Buy","S43175124",9730,"231"
"14597","1712","Buy",0.2381883,"28","Buy","S46998151",4209,"231"
"14598","1712","Hold",-0.1129509,"0","Sell","S30990203",7175,"231"
"14599","1712","Hold",-0.01302803,"34","Buy","S2109893",4235,"231"
"14600","1712","Hold",0.002004008,"0","Sell","S46998151",708,"231"
"14601","1712","Hold",0.06192043,"20","Buy","S15303143",3721,"231"
"14602","1712","Buy",0.5183765,"0","Buy","S43958155",4271,"231"
"14603","1712","Buy",0.3824596,"35","Sell","S3077118",11261,"231"
"14604","1712","Hold",0.107255,"0","Hold","S35777158",3278,"231"
"14605","1712","Buy",0.4441339,"23","Sell","S3077118",10430,"231"
"14606","1712","Buy",0.203266,"43","Sell","S15303143",1559,"231"
"14607","1712","Hold",-0.08031882,"0","Buy","S48021166",7303,"231"
"14608","1712","Buy",0.2546138,"0","Sell","S43958155",1408,"231"
"14609","1712","Buy",0.7017017,"0","Buy","S3200499",3771,"231"
"14610","1712","Buy",0.2324199,"34","Buy","S46998151",3182,"231"
"14611","1712","Hold",2.391485,"1","Hold","S1148287",5255,"231"
"14612","1712","Buy",0.1911064,"0","Sell","S30990203",11793,"231"
"14613","1712","Hold",0.9726027,"0","Buy","S43175124",8084,"231"
"14614","1712","Buy",0.1265005,"0","Buy","S35777158",1651,"231"
"14615","1712","Hold",0.4333275,"26","Sell","S43958155",6173,"231"
"14616","1712","Hold",0.531769,"39","Buy","S43958155",3754,"231"
"14617","1712","Buy",0.153099,"24","Buy","S46781105",5342,"231"
"14618","1712","Hold",0.1363636,"16","Buy","S46998151",10915,"231"
"14619","1712","Hold",2.447502,"23","Hold","S1148287",10051,"231"
"14620","1712","Buy",0.4434892,"17","Sell","S3077118",10430,"231"
"14621","1712","Hold",0.1484402,"33","Buy","S15303143",6831,"231"
"14622","1712","Hold",0.8096989,"0","Hold","S43175124",7247,"231"
"14623","1712","Hold",0.02888219,"20","Hold","S46781105",5650,"231"
"14624","1712","Buy",0.1121169,"42","Sell","S15303143",7812,"231"
"14625","1712","Hold",1.022147,"0","Buy","S43175124",1755,"231"
"14626","1712","Hold",0.01310044,"0","Buy","S46998151",6584,"231"
"14627","1712","Buy",0.1181901,"26","Hold","S35777158",3116,"231"
"14628","1712","Hold",0.4322965,"2","Buy","S43958155",3198,"231"
"14629","1712","Hold",0.0295127,"10","Buy","S30990203",2883,"231"
"14630","1712","Buy",0.09721868,"2","Hold","S35777158",2976,"231"
"14631","1712","Hold",1.530564,"0","Sell","S1148287",10714,"231"
"14632","1712","Hold",-0.1111111,"23","Buy","S3200499",449,"231"
"14633","1712","Hold",0.9685166,"0","Sell","S1148287",5817,"231"
"14634","1712","Buy",0.1071342,"0","Hold","S46781105",922,"231"
"14635","1712","Hold",0.9415591,"49","Buy","S43175124",8442,"231"
"14636","1712","Hold",0.02761721,"23","Buy","S46998151",6829,"231"
"14637","1712","Hold",1.189157,"0","Buy","S43175124",9730,"231"
"14638","1712","Hold",0.129178,"0","Sell","S2109893",9675,"231"
"14639","1712","Buy",0.1814836,"34","Buy","S35777158",1651,"231"
"14640","1712","Hold",NA,"0","Buy","S1148287",5353,"231"
"14641","1712","Buy",0.344896,"0","Sell","S3077118",6280,"231"
"14642","1712","Hold",0.1665889,"0","Buy","S46998151",10915,"231"
"14643","1712","Hold",2.726635,"0","Hold","S1148287",7577,"231"
"14644","1712","Hold",0.02564103,"26","Buy","S30990203",6673,"231"
"14645","1712","Hold",-0.1301196,"0","Buy","S30990203",10114,"231"
"14646","1712","Buy",0.190941,"4","Buy","S35777158",1759,"231"
"14647","1712","Buy",0.1003098,"54","Buy","S43958155",10311,"231"
"14648","1712","Buy",0.3906399,"0","Sell","S3077118",10430,"231"
"14649","1712","Buy",0.8129438,"30","Hold","S3077118",10296,"231"
"14650","1712","Hold",0.1865211,"39","Buy","S46998151",6733,"231"
"14651","1712","Buy",0.248591,"49","Buy","S3077118",7695,"231"
"14652","1712","Hold",1.299908,"58","Buy","S43175124",10809,"231"
"14653","1712","Hold",0.01010101,"0","Buy","S30990203",2893,"231"
"14654","1712","Hold",0.07913669,"0","Sell","S3200499",10263,"231"
"14655","1712","Hold",1.098765,"0","Buy","S43175124",7840,"231"
"14656","1712","Buy",0.2827091,"0","Hold","S46998151",1429,"231"
"14657","1712","Buy",0.4251192,"52","Sell","S43958155",7456,"231"
"14658","1712","Buy",0.2098548,"22","Buy","S35777158",12110,"231"
"14659","1712","Buy",0.5010344,"29","Hold","S3077118",4475,"231"
"14660","1712","Hold",0.1238481,"0","Hold","S46781105",10709,"231"
"14661","1712","Hold",0.06995885,"0","Sell","S2109893",4042,"231"
"14662","1712","Buy",0.08979948,"15","Hold","S46998151",10312,"231"
"14663","1712","Hold",0.005988024,"0","Hold","S46781105",5650,"231"
"14664","1712","Hold",0.9900498,"0","Sell","S43175124",4028,"231"
"14665","1712","Buy",0.2345679,"37","Hold","S46998151",1429,"231"
"14666","1712","Buy",0.2078938,"28","Buy","S15303143",347,"231"
"14667","1712","Buy",0.1977607,"42","Sell","S15303143",994,"231"
"14668","1712","Buy",0.3224015,"27","Sell","S30990203",10789,"231"
"14669","1712","Buy",0.0005880644,"0","Sell","S43958155",3572,"231"
"14670","1712","Hold",-0.2446252,"53","Buy","S30990203",2811,"231"
"14671","1712","Hold",0.1649123,"47","Buy","S46781105",9972,"231"
"14672","1712","Hold",-0.005840686,"21","Hold","S2109893",6505,"231"
"14673","1712","Hold",-0.3004381,"3","Buy","S3077118",1758,"231"
"14674","1712","Buy",0.1752137,"13","Buy","S35777158",12110,"231"
"14675","1712","Buy",0.2352122,"0","Buy","S15303143",6831,"231"
"14676","1712","Buy",0.2141816,"36","Buy","S46998151",3271,"231"
"14677","1712","Buy",0.1224919,"15","Hold","S43175124",7087,"231"
"14678","1712","Hold",0.05867718,"0","Buy","S46781105",6627,"231"
"14679","1712","Buy",0.5587653,"51","Hold","S3077118",5903,"231"
"14680","1712","Hold",-0.1409803,"55","Sell","S30990203",7175,"231"
"14681","1712","Buy",0.7683681,"36","Hold","S3077118",4475,"231"
"14682","1712","Hold",NA,"18","Sell","S31320103",10693,"231"
"14683","1712","Hold",-0.1052632,"7","Sell","S30990203",5194,"231"
"14684","1712","Buy",0.4636869,"17","Buy","S43958155",1738,"231"
"14685","1712","Buy",NA,"0","Buy","S35777158",759,"231"
"14686","1712","Hold",1.140869,"30","Buy","S43175124",6227,"231"
"14687","1712","Buy",0.0919717,"5","Buy","S15303143",347,"231"
"14688","1712","Buy",0.2057667,"0","Hold","S15303143",8579,"231"
"14689","1712","Buy",0.658684,"0","Hold","S3077118",10296,"231"
"14690","1712","Buy",0.4324843,"28","Sell","S43958155",7456,"231"
"14691","1712","Hold",-0.1109229,"0","Sell","S48021166",252,"231"
"14692","1712","Buy",0.2052226,"40","Buy","S46998151",7507,"231"
"14693","1712","Hold",0.08297743,"45","Buy","S15303143",9028,"231"
"14694","1712","Hold",0.1560694,"29","Buy","S46998151",4970,"231"
"14695","1712","Buy",0.7073342,"49","Buy","S3077118",2727,"231"
"14696","1712","Buy",0.1016823,"35","Hold","S15303143",10019,"231"
"14697","1712","Hold",0.08161259,"43","Buy","S30990203",11700,"231"
"14698","1712","Hold",1.459616,"0","Buy","S1148287",8098,"231"
"14699","1712","Hold",-0.05403807,"0","Hold","S2109893",6505,"231"
"14700","1712","Buy",0.1625203,"44","Sell","S30990203",2722,"231"
"14701","1712","Buy",0.462241,"0","Hold","S3077118",4475,"231"
"14702","1712","Hold",1.38237,"46","Sell","S43175124",4028,"231"
"14703","1712","Buy",0.6814736,"0","Hold","S3077118",5903,"231"
"14704","1712","Hold",-0.01593753,"32","Hold","S46781105",12012,"231"
"14705","1712","Hold",1.132701,"0","Buy","S43175124",7006,"231"
"14706","1712","Buy",0.1962034,"27","Sell","S15303143",11612,"231"
"14707","1712","Hold",0.01885645,"0","Buy","S2109893",1260,"231"
"14708","1712","Buy",0.1872293,"0","Hold","S15303143",10019,"231"
"14709","1712","Buy",0.2278308,"0","Buy","S46998151",4209,"231"
"14710","1712","Hold",0.0866503,"43","Hold","S46781105",323,"231"
"14711","1712","Hold",0.9899829,"0","Sell","S1148287",616,"231"
"14712","1712","Buy",0.3846305,"0","Buy","S43958155",1738,"231"
"14713","1712","Hold",1.265627,"35","Buy","S1148287",8098,"231"
"14714","1712","Hold",0.3581552,"7","Buy","S43958155",5297,"231"
"14715","1712","Hold",-0.00804585,"34","Hold","S46781105",323,"231"
"14716","1712","Hold",0.04680724,"36","Hold","S43175124",9975,"231"
"14717","1712","Buy",0.4169237,"55","Sell","S43958155",7456,"231"
"14718","1712","Hold",NA,"0","Sell","S46781105",6289,"231"
"14719","1712","Hold",0.09153282,"0","Hold","S43175124",7087,"231"
"14720","1712","Buy",0.5404379,"38","Hold","S43958155",76,"231"
"14721","1712","Buy",0.587774,"41","Hold","S3077118",5903,"231"
"14722","1712","Buy",0.4914773,"5","Buy","S15303143",5501,"231"
"14723","1712","Buy",0.2507041,"27","Sell","S43958155",7630,"231"
"14724","1712","Hold",0.1524255,"0","Buy","S46781105",11849,"231"
"14725","1712","Hold",-0.04009034,"0","Sell","S30990203",5194,"231"
"14726","1712","Buy",0.2516915,"0","Buy","S15303143",10379,"231"
"14727","1712","Buy",1.222222,"21","Hold","S43175124",7473,"231"
"14728","1712","Hold",0.1568123,"25","Buy","S30990203",6673,"231"
"14729","1712","Buy",0.2041745,"0","Sell","S35777158",2781,"231"
"14730","1712","Hold",0.0619469,"11","Buy","S30990203",4151,"231"
"14731","1712","Buy",0.2337371,"53","Hold","S35777158",11293,"231"
"14732","1712","Hold",-0.06291834,"50","Sell","S48021166",9533,"231"
"14733","1712","Hold",1.100399,"0","Sell","S43175124",1611,"231"
"14734","1712","Hold",1.051282,"0","Sell","S43175124",9162,"231"
"14735","1712","Buy",-0.0262288,"0","Buy","S43958155",2178,"231"
"14736","1712","Hold",2.984906,"0","Sell","S43175124",5969,"231"
"14737","1712","Buy",0.2745913,"34","Sell","S15303143",4149,"231"
"14738","1712","Buy",0.1770861,"26","Hold","S46998151",1429,"231"
"14739","1712","Buy",0.1148272,"37","Buy","S46998151",7897,"231"
"14740","1712","Hold",0.008258114,"0","Buy","S46781105",5544,"231"
"14741","1712","Buy",0.225824,"38","Sell","S35777158",2781,"231"
"14742","1712","Buy",0.1341825,"45","Sell","S15303143",10770,"231"
"14743","1712","Buy",0.287398,"55","Buy","S15303143",4559,"231"
"14744","1712","Hold",0.01091791,"17","Buy","S30990203",11628,"231"
"14745","1712","Buy",0.2512513,"0","Hold","S15303143",7882,"231"
"14746","1712","Hold",-0.01781956,"37","Sell","S43175124",10760,"231"
"14747","1712","Buy",0.4013465,"0","Hold","S43958155",76,"231"
"14748","1712","Hold",0.01404056,"0","Buy","S30990203",2883,"231"
"14749","1712","Buy",0.1594203,"0","Buy","S46781105",9972,"231"
"14750","1712","Buy",0.1175441,"45","Hold","S46781105",922,"231"
"14751","1712","Hold",2.309541,"0","Sell","S1148287",11887,"231"
"14752","1712","Hold",1.241348,"33","Buy","S43175124",8442,"231"
"14753","1712","Buy",0.2448133,"0","Sell","S35777158",9431,"231"
"14754","1712","Hold",-0.09331318,"25","Buy","S30990203",10114,"231"
"14755","1712","Buy",0.2476799,"16","Sell","S43958155",7630,"231"
"14756","1712","Buy",0.1778336,"58","Buy","S35777158",11639,"231"
"14757","1712","Buy",0.2462689,"0","Hold","S3077118",4939,"231"
"14758","1712","Hold",0.3337467,"5","Buy","S43958155",5297,"231"
"14759","1712","Hold",2.14799,"0","Buy","S1148287",6083,"231"
"14760","1712","Buy",0.3025214,"0","Sell","S3077118",4563,"231"
"14761","1712","Hold",0.07571369,"42","Buy","S30990203",9301,"231"
"14762","1712","Buy",0.523395,"28","Buy","S15303143",5501,"231"
"14763","1712","Hold",1.277904,"53","Sell","S43175124",4028,"231"
"14764","1712","Buy",0.05401845,"49","Sell","S43175124",10760,"231"
"14765","1712","Buy",0.1525532,"0","Buy","S46998151",6829,"231"
"14766","1712","Hold",0.07349298,"23","Buy","S30990203",2811,"231"
"14767","1712","Hold",0.07475136,"2","Buy","S35777158",6843,"231"
"14768","1712","Buy",0.4776396,"52","Buy","S43958155",1645,"231"
"14769","1712","Buy",0.6647423,"40","Hold","S3077118",4857,"231"
"14770","1712","Hold",0.03351543,"0","Sell","S43175124",1944,"231"
"14771","1712","Buy",0.1048304,"0","Hold","S35777158",9366,"231"
"14772","1712","Buy",0.1304477,"49","Buy","S35777158",5921,"231"
"14773","1712","Hold",0.1682243,"0","Sell","S2109893",6625,"231"
"14774","1712","Buy",0.5942641,"33","Hold","S3077118",5903,"231"
"14775","1712","Hold",0.204529,"27","Buy","S46998151",6733,"231"
"14776","1712","Buy",0.1716172,"49","Buy","S15303143",3721,"231"
"14777","1712","Buy",0.2285012,"34","Sell","S35777158",2781,"231"
"14778","1712","Buy",0.449997,"41","Sell","S3077118",10430,"231"
"14779","1712","Buy",0.1835143,"0","Buy","S46998151",5540,"231"
"14780","1712","Buy",NA,"23","Buy","S15303143",4559,"231"
"14781","1712","Buy",0.1470813,"46","Buy","S46998151",7897,"231"
"14782","1712","Buy",0.3717939,"0","Buy","S3077118",475,"231"
"14783","1712","Hold",3.25184,"0","Buy","S43175124",474,"231"
"14784","1712","Hold",0.03584773,"0","Hold","S46781105",4583,"231"
"14785","1712","Buy",0.6869181,"36","Buy","S3077118",2374,"231"
"14786","1712","Buy",0.3913458,"0","Sell","S43958155",418,"231"
"14787","1712","Hold",2.507437,"0","Hold","S1148287",3931,"231"
"14788","1712","Buy",0.3281853,"0","Sell","S15303143",8883,"231"
"14789","1712","Buy",0.3371538,"49","Hold","S15303143",7882,"231"
"14790","1712","Buy",1.220643,"38","Hold","S43175124",7473,"231"
"14791","1712","Buy",1.223606,"0","Buy","S43175124",8442,"231"
"14792","1712","Buy",0.2820513,"0","Buy","S46998151",3268,"231"
"14793","1712","Hold",1.172732,"13","Sell","S43175124",9162,"231"
"14794","1712","Hold",0.131948,"34","Buy","S35777158",6843,"231"
"14795","1712","Hold",1.108254,"0","Hold","S1148287",8126,"231"
"14796","1712","Buy",-0.1610976,"0","Sell","S43958155",1299,"231"
"14797","1712","Hold",0.03795005,"32","Buy","S46781105",6817,"231"
"14798","1712","Hold",0.1392405,"24","Hold","S46781105",4583,"231"
"14799","1712","Buy",NA,"0","Buy","S15303143",8174,"231"
"14800","1712","Buy",0.2019231,"41","Sell","S35777158",9431,"231"
"14801","1712","Hold",-0.09433962,"3","Buy","S3200499",1858,"231"
"14802","1712","Hold",1.067183,"41","Sell","S43175124",1611,"231"
"14803","1712","Buy",0.1143157,"30","Buy","S46998151",5540,"231"
"14804","1712","Hold",0.1990408,"0","Buy","S46998151",11191,"231"
"14805","1712","Buy",0.1370916,"42","Buy","S15303143",3721,"231"
"14806","1712","Hold",-0.07711863,"36","Buy","S3077118",475,"231"
"14807","1712","Buy",0.08626198,"50","Hold","S46998151",3408,"231"
"14808","1712","Hold",-0.09399773,"18","Buy","S30990203",10114,"231"
"14809","1712","Hold",0.007950028,"24","Hold","S15303143",8579,"231"
"14810","1712","Hold",0.0409325,"0","Buy","S46781105",1360,"231"
"14811","1712","Hold",0.08831692,"16","Buy","S46781105",6817,"231"
"14812","1712","Buy",0.2535311,"12","Buy","S15303143",4559,"231"
"14813","1712","Hold",1.38237,"13","Buy","S43175124",8853,"231"
"14814","1712","Hold",1.183687,"46","Hold","S43175124",654,"231"
"14815","1712","Hold",-0.1558658,"0","Hold","S3077118",163,"231"
"14816","1712","Hold",-0.1609267,"0","Buy","S2109893",3983,"231"
"14817","1712","Buy",0.04403087,"42","Hold","S46998151",9970,"231"
"14818","1712","Buy",0.384044,"0","Sell","S3077118",620,"231"
"14819","1712","Hold",0.4185944,"52","Hold","S43958155",2218,"231"
"14820","1712","Buy",0.171024,"54","Sell","S35777158",6305,"231"
"14821","1712","Buy",0.5671642,"0","Buy","S15303143",2820,"231"
"14822","1712","Hold",-0.04472427,"39","Buy","S30990203",10114,"231"
"14823","1712","Hold",-0.2201716,"15","Buy","S30990203",2305,"231"
"14824","1712","Buy",0.170068,"11","Sell","S35777158",3418,"231"
"14825","1712","Buy",0.3966936,"56","Sell","S3077118",6280,"231"
"14826","1712","Hold",-0.01345291,"15","Buy","S30990203",8413,"231"
"14827","1712","Buy",0.9418838,"39","Buy","S3077118",8886,"231"
"14828","1712","Hold",0.1221945,"51","Buy","S30990203",8413,"231"
"14829","1712","Hold",3.671533,"0","Buy","S43175124",5305,"231"
"14830","1712","Hold",1.79532,"0","Sell","S1148287",3435,"231"
"14831","1712","Buy",0.229343,"29","Buy","S35777158",11639,"231"
"14832","1712","Hold",0.2269939,"57","Sell","S30990203",11963,"231"
"14833","1712","Buy",0.6936583,"11","Hold","S3077118",9716,"231"
"14834","1712","Hold",0.1343013,"42","Buy","S46998151",11191,"231"
"14835","1712","Buy",0.1449766,"20","Buy","S15303143",347,"231"
"14836","1712","Hold",1.186115,"0","Buy","S43175124",6745,"231"
"14837","1712","Buy",0.6265579,"0","Hold","S3077118",4857,"231"
"14838","1712","Buy",0.2110952,"0","Buy","S35777158",7030,"231"
"14839","1712","Hold",0.09170306,"0","Buy","S46781105",5020,"231"
"14840","1712","Buy",0.1449766,"0","Buy","S15303143",4559,"231"
"14841","1712","Buy",0.1611763,"46","Sell","S46998151",12072,"231"
"14842","1712","Hold",NA,"0","Sell","S31320103",10693,"231"
"14843","1712","Buy",0.1437691,"0","Hold","S35777158",9403,"231"
"14844","1712","Buy",0.2522361,"33","Buy","S30990203",10125,"231"
"14845","1712","Buy",0.02313167,"23","Sell","S46998151",12072,"231"
"14846","1712","Hold",0.05996366,"23","Hold","S43175124",9975,"231"
"14847","1712","Buy",0.9484062,"40","Buy","S3077118",8886,"231"
"14848","1712","Buy",0.1345646,"49","Hold","S35777158",2976,"231"
"14849","1712","Hold",0.01894603,"0","Hold","S46998151",10133,"231"
"14850","1712","Buy",0.1337521,"0","Sell","S15303143",7812,"231"
"14851","1712","Buy",0.1937409,"41","Buy","S15303143",10379,"231"
"14852","1712","Buy",0.2526464,"32","Buy","S15303143",8174,"231"
"14853","1712","Buy",0.09338822,"16","Buy","S46998151",5540,"231"
"14854","1712","Buy",0.2048193,"0","Sell","S35777158",5842,"231"
"14855","1712","Buy",0.5189203,"35","Buy","S43958155",1645,"231"
"14856","1712","Buy",0.09841176,"31","Sell","S15303143",5999,"231"
"14857","1712","Buy",0.2295082,"53","Sell","S35777158",5842,"231"
"14858","1712","Hold",-0.02248289,"23","Buy","S2109893",5860,"231"
"14859","1712","Buy",0.242236,"0","Buy","S15303143",3569,"231"
"14860","1712","Buy",0.3986014,"0","Buy","S15303143",5501,"231"
"14861","1712","Hold",0.01255569,"20","Buy","S30990203",11628,"231"
"14862","1712","Buy",0.2467076,"33","Buy","S15303143",347,"231"
"14863","1712","Hold",0.03177879,"0","Buy","S2109893",5860,"231"
"14864","1712","Buy",0.1855175,"0","Sell","S15303143",10770,"231"
"14865","1712","Buy",0.09244845,"51","Sell","S15303143",2408,"231"
"14866","1712","Buy",0.1801731,"0","Sell","S35777158",1435,"231"
"14867","1712","Hold",-0.1320072,"47","Buy","S30990203",5403,"231"
"14868","1712","Hold",0.0562849,"20","Sell","S43175124",10760,"231"
"14869","1712","Buy",0.2516689,"0","Hold","S46998151",7596,"231"
"14870","1712","Hold",0.2895662,"55","Buy","S30990203",11700,"231"
"14871","1712","Hold",0.2048193,"49","Hold","S46998151",10133,"231"
"14872","1712","Hold",0.08481262,"27","Buy","S30990203",8413,"231"
"14873","1712","Hold",NA,"0","Hold","S2109893",3371,"231"
"14874","1712","Hold",0.0105093,"49","Buy","S46998151",4970,"231"
"14875","1712","Buy",0.6735758,"0","Buy","S3077118",2374,"231"
"14876","1712","Buy",0.1632342,"0","Buy","S35777158",11639,"231"
"14877","1712","Hold",-0.09012132,"19","Hold","S48021166",11431,"231"
"14878","1712","Buy",0.2578616,"0","Buy","S46998151",4782,"231"
"14879","1713","Hold",-0.04090044,"23","Buy","S39189147",1892,"80"
"14880","1713","Hold",NA,"0","Buy","S39189147",7716,"80"
"14881","1713","Hold",-0.001922901,"24","Hold","S39189147",5916,"80"
"14882","1713","Hold",NA,"0","Buy","S29593164",1002,"80"
"14883","1713","Hold",0.01038191,"0","Buy","S39189147",1891,"80"
"14884","1713","Hold",NA,"42","Sell","S39189147",10518,"80"
"14885","1713","Hold",0.05113514,"0","Buy","S39189147",1892,"80"
"14886","1713","Hold",0.02075926,"0","Hold","S39189147",5017,"80"
"14887","1713","Hold",0.03737997,"47","Sell","S39189147",5201,"80"
"14888","1714","Buy",1.304162,"57","Buy","S26555187",9066,"284"
"14889","1714","Buy",1.25725,"7","Buy","S26555187",6891,"284"
"14890","1714","Buy",0.3084112,"60","Hold","S36074187",5337,"284"
"14891","1714","Buy",0.2676566,"24","Buy","S36074187",7081,"284"
"14892","1714","Buy",0.2420156,"40","Buy","S36074187",8518,"284"
"14893","1714","Hold",0.1413696,"32","Buy","S2766091",6473,"284"
"14894","1714","Hold",0.08716384,"0","Buy","S2766091",8428,"284"
"14895","1714","Buy",0.1930011,"48","Hold","S36074187",11370,"284"
"14896","1714","Buy",NA,"0","Sell","S1723582",11984,"284"
"14897","1714","Buy",0.3425393,"2","Hold","S36074187",8551,"284"
"14898","1714","Hold",0.06728538,"24","Sell","S9611200",4629,"284"
"14899","1714","Buy",0.2041745,"31","Buy","S36074187",6904,"284"
"14900","1714","Buy",1.433318,"36","Buy","S1723582",7892,"284"
"14901","1714","Buy",1.686776,"56","Sell","S26555187",4910,"284"
"14902","1714","Hold",0.1095031,"55","Sell","S9611200",5449,"284"
"14903","1714","Buy",0.213265,"0","Buy","S36074187",1455,"284"
"14904","1714","Buy",1.35046,"0","Buy","S1723582",560,"284"
"14905","1715","Buy",0.1980831,"15","Buy","S38927421",4344,"281"
"14906","1715","Buy",0.25,"0","Hold","S29981135",5110,"281"
